Tester,SystemName,Nodes,JVMVendor,CPUDescription,MHz,Chips,Cores,TotalThreads,TotalMemory,SSJ,AVG,AVGidle,Overall
"Sugon
",A620-G30,1,Oracle Corporation.,AMD EPYC 7601,2200,2,64,128,128,"4,364,495",296,94.9,"10,831"
"Sun Microsystems, Inc.",Sun Netra X4250,1,"Sun Microsystems, Inc.",Intel Xeon L5408,2133,2,8,8,8,"244,832",226,174,600
"Sun Microsystems, Inc.",Sun Netra X4250,1,"Sun Microsystems, Inc.",Intel Xeon L5408,2133,2,8,8,32,"251,555",294,226,478
"Sun Microsystems, Inc.",Sun Netra X4250,1,"Sun Microsystems, Inc.",Intel Xeon L5408,2133,2,8,8,32,"229,828",296,225,437
"Super Micro Computer, Inc.
",Supermicro 6025B-TR+ (Intel Xeon processor E5345),1,"BEA Systems, Inc.",Intel Xeon processor E5345,2333,2,8,8,8,"235,525",334,220,419
"Super Micro Computer, Inc.
",Supermicro 6025B-TR+ (Intel Xeon processor L5335),1,"BEA Systems, Inc.",Intel Xeon processor L5335,2000,2,8,8,8,"221,450",300,223,423
"Super Micro Computer, Inc.
",Supermicro 6025B-TR+ (Intel Xeon processor E5345),1,"BEA Systems, Inc.",Intel Xeon processor E5345,2333,2,8,8,16,"245,571",334,219,435
"Super Micro Computer, Inc.
",Supermicro 6025B-TR+ (Intel Xeon processor L5335),1,"BEA Systems, Inc.",Intel Xeon processor L5335,2000,2,8,8,16,"229,476",300,223,438
"Super Micro Computer, Inc.
",Supermicro 6025B-TR+ (Intel Xeon processor 5160),1,"BEA Systems, Inc.",Intel Xeon processor 5160,3000,2,4,4,8,"164,569",315,216,318
"Super Micro Computer, Inc.
",Supermicro 6025B-TR+ (Intel Xeon processor E5345),1,"BEA Systems, Inc.",Intel Xeon processor E5345,2333,2,8,8,8,"234,339",357,245,385
"SuperMicro, Inc.
",Supermicro 6025B-TR+ (Intel Xeon processor 5160),1,"BEA Systems, Inc.",Intel Xeon processor 5160,3000,2,4,4,8,"163,768",291,191,338
"SuperMicro, Inc.
",Supermicro 6025B-TR+ (Intel Xeon processor L5335),1,"BEA Systems, Inc.",Intel Xeon processor L5335,2000,2,8,8,8,"220,306",276,198,468
Supermicro,SYS-6027R-72RF,1,Oracle Corporation,Intel Xeon E5-2665,2400,2,16,32,128,"1,337,393",347,115,"2,956"
Supermicro,SYS-7047R-72RF,1,Oracle Corporation,Intel Xeon E5-2665,2400,2,16,32,128,"1,337,474",331,102,"3,145"
"Supermicro Computer Inc.
",1022G-NTF,1,IBM Corporation,AMD Opteron 6276,2300,2,32,32,32,"1,123,597",306,77,"2,805"
"Supermicro Computer Inc.
",1022G-NTF,1,IBM Corporation,AMD Opteron 6262 HE,1600,2,32,32,32,"793,535",213,70.3,"2,618"
"Supermicro Computer Inc.
",1022G-NTF,1,IBM Corporation,AMD Opteron 6278,2400,2,32,32,64,"1,233,423",320,82.6,"2,892"
"Supermicro Computer, Inc.
",1022G-NTF,1,IBM Corporation,AMD Opteron 6380 (AMD Turbo CORE Technology up to 3.40GHz),2500,2,32,32,64,"1,636,298",308,77.9,"4,040"
"Supermicro Computer, Inc.
",1022G-NTF,1,IBM Corporation,AMD Opteron 6366 HE (AMD Turbo CORE Technology up to 3.10GHz),1800,2,32,32,64,"1,219,688",216,72.7,"3,966"
Supermicro Inc.,6015C-MTB,1,"BEA Systems, Inc.",Intel Xeon L5420,2500,2,8,8,8,"279,209",174,96.8,990
Supermicro Inc.,System 6027R-WRF,1,Oracle Corp.,Intel Xeon E5-2660 (2.20GHz),2200,2,16,32,32,"1,296,979",272,83.6,"3,915"
Supermicro Inc.,System 1027B-URF,1,Oracle Corp.,Intel Xeon E5-2470 (2.30GHz),2300,2,16,32,24,"1,288,201",285,62.4,"3,913"
Supermicro Inc.,System 7047GR-TRF,1,Oracle Corp.,Intel Xeon E5-2670 (2.30GHz),2300,2,16,32,64,"1,448,093",413,101,"2,696"
Supermicro Inc.,SYS-1028R-WC1RT,1,IBM Corporation,Intel Xeon E5-2699 v3,2300,2,36,72,32,"2,935,596",302,75.9,"8,004"
Supermicro Inc.,SYS-1029U-TR4,1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,2,56,112,192,"5,569,503",423,64.2,"11,960"
Supermicro Inc.,Server 1123US-TR4,1,Oracle Corporation,AMD EPYC 7501 2.0 GHz,2000,2,64,128,512,"4,406,978",303,98.4,"10,206"
Supermicro Inc.,SuperServer SYS-6029P-WTR,1,Oracle Corporation,Intel Xeon Platinum 8276M 2.20GHz,2200,2,56,112,192,"5,622,643",416,48.1,"13,295"
Supermicro Inc.,SYS-1029U-TR4,1,Oracle Corporation,Intel Xeon Platinum 8280L 2.70GHz,2700,2,56,112,384,"5,655,930",426,61.8,"12,265"
Supermicro Inc.,SuperServer SYS-6029P-WTR,1,Oracle Corporation,Intel Xeon Platinum 8280 2.70GHz,2700,2,56,112,192,"5,545,677",385,48.6,"13,623"
Supermicro Inc.,Server 1123US-TR4,1,Oracle Corporation,AMD EPYC 7702 2.0Ghz,2000,2,128,256,512,"11,335,181",412,99.2,"19,391"
Supermicro Inc.,SuperServer SYS-740GP-TNRT,1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,512,"8,276,722",633,118,"12,568"
Supermicro Inc.,SuperServer SYS-620C-TN12R,1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,"8,769,122",622,101,"13,544"
Supermicro Inc.,Server 2024US-TRT,1,Oracle Corporation,AMD EPYC 7773X 2.20 GHz,2200,2,128,256,512,"12,033,196",464,191,"19,666"
"Supermicro Inc.
",6025W-NTR+,1,Oracle Corporation,Intel Xeon L5420 (2.5GHz),2500,2,8,8,16,"267,804",279,179,561
"Supermicro Inc.
",2021M-UR+,1,Oracle Corporation,AMD Opteron 2380,2500,2,8,8,16,"308,089",269,138,731
"Supermicro Inc.
",1021M-UR+B,1,IBM Corporation,AMD Opteron 2376HE,2300,2,8,8,16,"346,326",210,119,"1,044"
"Supermicro Inc.
",1022G-NTF,1,IBM Corporation,AMD Opteron 6370P (AMD Turbo CORE Technology up to 2.50GHz),2000,2,32,32,64,NC,NC,NC,NC
"Supermicro Inc.
",SYS-5019S-M(X11SSH-F),1,IBM Corporation,Intel E3-1270 v5,3600,1,4,8,16,NC,NC,NC,NC
"Supermicro Inc.
",SYS-5019S-M(X11SSH-F),1,IBM Corporation,Intel E3-1260L v5,2900,1,4,8,16,NC,NC,NC,NC
"Supermicro Inc.
",SYS-5019S-MR(X11SSH-F),1,IBM Corporation,Intel E3-1260L v5,2900,1,4,8,16,NC,NC,NC,NC
"Tyan Computer Corp.
",Transport GT24 (B2912-E),1,Oracle Corporation,AMD Opteron 2384,2700,2,8,8,16,"335,116",264,136,826
"Tyan Computer Corp.
",Transport GT24 (B2912-E),1,Oracle Corporation,AMD Opteron 2384,2700,2,8,8,16,"338,577",264,121,860
"Tyan Computer Corporation
",B8228Y190X2-045V4H,1,IBM Corporation,AMD Opteron 4376 HE,2600,2,16,16,32,"843,336",186,59.5,"3,293"
"Tyan Computer Corporation
",B8228Y190X2-045V4H,1,IBM Corparation,AMD Opteron 4386,3100,2,16,16,32,"971,064",256,60.9,"3,052"
"Tyan Computer Corporation
",B8228Y190X2-045V4H,1,IBM Corparation,AMD Opteron 4310 EE,2200,2,8,8,32,"373,385",109,56.8,"2,137"
"UNIWIDE
",RC2212,1,Oracle Corporation,Intel(R) Xeon(R) Silver 4210 CPU @ 2.20GHz,2200,2,20,40,768,"1,321,867",291,127,"2,901"
"Verari Systems, Inc.",RB1305,1,Oracle Corporation,"Intel Xeon X5570, 2.933 GHz",2930,2,8,16,8,"551,440",224,53.7,"1,927"
"XSLAB
","V-Raptor SQ
",16,Oracle Corporation,ARM Cortex A53(1GHz) 24 Cores: SOCIONEXT SC2A11 ARM SoC,1000,384,384,384,256,"1,577,507",269,206,"3,337"
"XSLAB
","V-Raptor SQ
",16,Oracle Corporation,ARM Cortex-A53(1GHz) 24 Cores: SOCIONEXT SC2A11 ARM SoC,1000,384,384,384,256,"1,465,360",269,206,"3,110"
"ZT Systems
",1224Ra Datacenter Server,1,IBM Corporation,AMD Opteron 2419 EE,1800,2,12,12,8,"406,954",178,74.6,"1,614"
"ZT Systems
",1224Ra Datacenter Server,1,IBM Corporation,AMD Opteron 2425 HE,2100,2,12,12,16,"462,215",218,80.4,"1,532"
"ZT Systems
",1224Ra Datacenter Server,1,IBM Corporation,AMD Opteron 2377 EE,2300,2,8,8,16,"342,104",172,73.1,"1,379"
"ZT Systems
",1253Ra Datacenter Server,1,IBM Corporation,AMD Opteron 4164 EE,1800,2,12,12,16,"409,496",126,56.6,"2,106"
"xFusion Technologies Co., Ltd",FusionServer 2288H V6,1,Oracle Corporation,Intel Xeon Platinum 8380,2300,n/a,n/a,160,n/a,"8,614,272",591,124,"13,670"
